text,label
"Make no mistake, a fantasitc piece of cinematic work. Great, epic story arc, complex characters, a fantastic cast, excellent performances (especially from Brando), and an unusually well-polished, cohesive, nicely-paced flow thanks to the editing. However, this is simply not the second best film of all time. Even amongst the movies I have seen (which includes roughly half of AFI's Top 100), this film probably lingers around 30th. I simply feel its cinematography is heavily overrated. Many shots look very flat, even when the camera is neatly positioned. And it does not have the combination of shock value and New Hollywood flair I come to expect from the best of the 1967-1982 era...a flair much more present in Taxi Driver, The Graduate, Chinatown, Rosemary's Baby, Duel, Dog Day Afternoon, The French Connection, and even Raging Bull (another film I feel is generally overrated). Still, this film has far more to its merit than most other films. Its three hours go by surprisingly briskly, and you feel at the end that there is still more to learn about each of the characters.",positive
FOREVER ONE OF THE GREATEST MOVIES EVER MADE!!!!!,positive
One of the best movies ever made!,positive
I watched this with my Dad a while ago and i totally loved it. I can safely say this is one of the greatest films ever made.,positive
"What movie! A masterpiece of Francis Ford, the best of gangsters, there will never be better that this gangster movie. Although lasts two hours and a few minutes is very entertaining, great acting of Marlon Brando",positive
GREATEST MOVIE EVER. I WATCH ALL 3 OVER AND OVER AGAIN.,positive
Not much to say a classic.,positive
"For me, this wasn't the real Godfather movie. Fair enough, Michael gets initiated, but its the next film that we really see more of an evolution with him. We know he has a soul, we see it in this one, but its the next one where you see it die. Brilliant pre-cursor movie.",positive
when i watched the movie then i was at the scene of the film.it seems that every thing is happening in front of me.THE GOD FATHER is The one creation of this earth.it's the One for all time.,positive
MASTERPIECE! Nuff said!,positive
One of greatest pieces of art America has ever produced!,positive
"A true masterpiece. Even people who haven't seen it know the lines, it has become so ingrained in our lexicon and popular culture movies couldn't exist without it.",positive
"Coppola's impressive understanding of Mafia workings brings a truth to this movie beyond many other movies. It's the quintessential film about Italian Families in the US and the sly working of the notorious Mafia. Pacino and Brando give magnificent, brilliant performances, bringing these mixed up characters to life. There is hardly a moment when I don't feel the struggles they go through as my own struggles. Each shot is so perfectly established and composed that one can be fully immersed in the story. Murch's editing along with Rota's score, brilliantly turns a story into a reality. All around, this film is nothing short of genius, if only Mafia movies were my thing.",positive
Never get sick of this movie. It's still a classic.,positive
One of my Favorite movies EVER!,positive
How to make a movie by Francis Ford Coppola!,positive
"one of the best movies ever, dramatic, awesome, and interesting. with a great cast, plot, direction, and everything is perfect, pretty much all of the actors could have won oscars for this film. be sure to check out the godfather parts 2 and 3!",positive
One of the greatest films ever made,positive
"Very, very good even though Brando's not in it as much as you think",positive
"I prefer the sequel, but nothing compares to the scene outside Don Corleone's hospital where Michael and a Baker brazen it out as a couple of armed hoods.",positive
"This movie is a masterpiece of Italian mob gangs in the US. It really hits you right in the face this movie. If you like drama, action, and suspence this is a great movie to watch. Do take a large bag of chips and a big bottle of something to drink as you'll be busy for a while watching all 3 parts",positive
this is epic. pulls you right into the mafia world and the writing is absolutely awesome!,positive
alpacino rocks... classic story..,positive
watched with someone,negative
Ugh. An over-rated film if ever there was one.,negative
Está película era una de las favoritas de mi hermano.,positive
All star cast from start to finish a must see,positive
"It is anti-American to not like this movie. Anti-movie-watcher, actually.",positive
"Great movie, would highly recommend",positive
La mejor pelicula de todos los tiempos!!,positive
Absolutely amazing awesome picture and the greatest ending to a movie!,positive
if you havent seen this then u shouldnt watch another movie,positive
"Yes, Francis Coppola's 1972 original is better than the masterful ""The Godfather Part II."" The reason being that everything that is wonderful and heartbreaking about Part II - Michael's moral descent, Young Vito's chasing the American dream - is powerful because of what we have learned about the characters in this story. Honestly, though, that whole debate is pointless because both ""Godfather""s should be considered as one giant 6-hour film. When put together, ""The Godfather Saga,"" as I like to call it, is pretty much the best movie ever made. But when you hear the ominous title, the image that instantly enters everybody's head is Marlon Brando as Vito Corleone, whose wise demeanor and inimitable voice towers over the movie and who has become arguably the most famous movie character in history. Brando isn't in Part II and yet the old great man seems a very large part of the 1974 film. It's from of the impression of the first that the second gains its lofty status. Brando's Oscar-winning portrayal may be front and center on the film, but it is actually more Michael's story -- how the fresh-faced soldier is sucked into a life of crime. Al Pacino's breakout performance hasn't aged a bit, and reminds viewers that there was once a time when ""Hoo-hah!"" didn't define Pacino's public persona, but rather his cool, introverted demeanor that could nonetheless express volcanic passion. The scene where he commits his first murder is one of the strongest displays of silent screen acting you'll ever see. Likewise, everything else in the film still feels as fresh and powerful as it was four decades ago. The cast is legendary and the story (and much of the dialogue) is ingrained into the national conscience like some type of scripture. ""The Godfather"" is one of those very select films that mean more culturally than their running time's worth of entertainment. It's more than a movie, it's a signpost that says something about who we are and where we came from. The issue at the heart of the story is the changing of a culrutal landscape and the viewpoints it creates on both sides of the generational divide. Moreover, it investigates what that perennial shift specifically means in America. ""I always believed in America."" Thus, what ""The Godfather"" is not about a mob war at all, but something far more intangible and eternal. It may be a movie made in 1972, and set even further back in history, but ""The Godfather"" (and ""The Godfather Part II"") is just as relevant and worthy of study as any work of art in the 20th Century.",positive
